raceid	year	stcd	state	seat	party	redist	fr	law	candnumber	prez	votep	type	incname	candidate	candvotes	tvotes	candpct	winner	inc	definc	gender	qual	office	runoff
"201230110"	2012	"3011"	"new jersey"	0	0	1	0	4	1	52.93000030517578	68.80000305175781	0	"FRELINGHUYSEN, RODNEY"	"frelinghuysen_rodney"	30831	30831	1.0	1	1		0	2	30	0
"201630110"	2016	"3011"	"new jersey"	0	0	0	0	4	2	50.470001220703125	62.56999969482422	1	"FRELINGHUYSEN, RODNEY"	"frelinghuysen_rodney"	44618	58527	0.762349009513855	1	1		0	2	30	0
"201430110"	2014	"3011"	"new jersey"	0	0	0	0	4	2	52.93000030517578	59.5	1	"FRELINGHUYSEN, RODNEY P."	"frelinghuysen_rodney_p"	15697	23525	0.6672475934028625	1	1		0	2	30	0
"201431010"	2014	"3101"	"new mexico"	1	0	0	1	1	2	41.72999954223633	40.79999923706055	1	"GRISHAM, MICHELLE LUJAN"	"frese_michael_h"	13300	20354	0.6534342169761658	1	0		0			0
"201822071"	2018	"2207"	"michigan"	0	1	0	0	0	2	41.0	42.099998474121094	1	"WALBERG, TIMOTHY"	"friday_steven"	9083	61513	0.14765983819961548	0	0		0			0
"201838121"	2018	"3812"	"pennsylvania"	0	1	1	0	1	2	31.010000228881836		1	"MARINO, THOMAS A."	"friedenberg_marc"	12802	25408	0.5038570761680603	1	0		0			0
"201846101"	2018	"4610"	"virginia"	0	1	0	0	0	6	55.29999923706055	47.099998474121094	1	"COMSTOCK, BARBARA"	"friedman_alison"	12283	53490	0.229631707072258	0	0		1			0
"201642031"	2016	"4203"	"tennessee"	0	1	0	0	0	3	31.59000015258789	35.66999816894531	1	"FLEISCHMANN, CHUCK"	"friedman_michael"	5329	16059	0.33183884620666504	0	0		0			0
"201820051"	2018	"2005"	"maryland"	1	1	0	0	1	2	66.11000061035156	69.63999938964844	1	"HOYER, STENY H."	"fritz_dennis_l"	13681	86174	0.1587601900100708	0	0		0			0
"201230041"	2012	"3004"	"new jersey"	0	1	1	0	4	1	45.20000076293945	28.600000381469727	0	"SMITH, CHRISTOPHER H."	"froelich_brian_p"	12110	12110	1.0	1	0		0			0
"201435051"	2014	"3505"	"ohio"	0	1	0	0	0	1	45.0	40.599998474121094	0	"LATTA, ROBERT E."	"fry_robert"	16460	16460	1.0	1	0		0			0
"201642081"	2016	"4208"	"tennessee"	3	1	0	9	0	2	31.649999618530273	25.770000457763672	1	"FINCHER, STEPHEN LEE"	"frye_gregory_alan"	6413	14187	0.45203354954719543	0	0		0			0
"201228031"	2012	"2803"	"nevada"	0	1	1	1	1	6	50.40999984741211	49.70000076293945	1	"HECK, JOE"	"frye_stephen_h"	2659	15795	0.1683444082736969	0	0		0			0
"201435111"	2014	"3511"	"ohio"	1	1	0	0	0	1	83.37999725341797		0	"FUDGE, MARCIA L."	"fudge_marcia_l"	55088	55088	1.0	1	1		1	2	30	0
"201235111"	2012	"3511"	"ohio"	1	1	1	0	0	3	83.37999725341797	82.5	1	"FUDGE, MARCIA L."	"fudge_marcia_l"	65333	73072	0.8940907716751099	1	1		1	2	30	0
"201635111"	2016	"3511"	"ohio"	1	1	0	0	0	1	82.55999755859375	79.44999694824219	0	"FUDGE, MARCIA L."	"fudge_marcia_l"	109706	109706	1.0	1	1		1	2	30	0
"201835111"	2018	"3511"	"ohio"	1	1	0	0	0	1	82.55999755859375	80.25	0	"FUDGE, MARCIA L."	"fudge_marcia_l"	65905	65969	0.9990298748016357	1	1		1	2	30	0
"201603051"	2016	"0305"	"arizona"	3	1	0	9	2	2	38.790000915527344	30.420000076293945	1	"SALMON, MATT"	"fuentes_talia"	16408	25071	0.6544613242149353	1	0		1			0
"201609271"	2016	"0927"	"florida"	0	1	1	0	1	3	60.099998474121094		1	"ROS-LEHTINEN, ILEANA"	"fuhrman_scott"	17068	28963	0.5893036127090454	1	0		0			0
"201811011"	2018	"1101"	"hawaii"	2	1	0	9	0	7	67.41000366210938	75.98999786376953	1	"HANABUSA, COLLEEN"	"fukumoto_beth"	7476	118705	0.06297965347766876	0	0		1			0
"201812010"	2018	"1201"	"idaho"	3	0	0	9	1	7	71.48999786376953	68.18000030517578	1	"LABRADOR, RA��L R."	"fulcher_russell_m"	42790	99233	0.4312073588371277	1	0		0	1		0
"201819021_p"	2018	"1902"	"maine"	0	1	0	0	4	4	44.43000030517578	45.20000076293945	1	"POLIQUIN, BRUCE L."	"fulford_jonathan"	2489	45211	0.055052973330020905	0	0		0			1
"201809050"	2018	"0905"	"florida"	1	0	0	1	1	1	36.93000030517578	35.77000045776367	0	"LAWSON, AL"	"fuller_virginia"	1	1	1.0	1	0		1			0
"201414041"	2014	"1404"	"indiana"	0	1	0	0	0	5	37.72999954223633	35.5	1	"ROKITA, TODD"	"futrell_john_l"	754	8872	0.08498647063970566	0	0		0			0
"201811021"	2018	"1102"	"hawaii"	1	1	0	0	0	3	67.47000122070312	81.16000366210938	1	"GABBARD, TULSI"	"gabbard_tulsi"	94665	113304	0.83549565076828	1	1		1	2	30	0
"201611021"	2016	"1102"	"hawaii"	1	1	0	0	0	2	67.47000122070312	80.8499984741211	1	"GABBARD, TULSI"	"gabbard_tulsi"	80026	94669	0.8453242182731628	1	1		1	2	30	0
"201211021"	2012	"1102"	"hawaii"	2	1	1	9	0	6	72.77999877929688	74.0	1	"HIRONO, MAZIE"	"gabbard_tulsi"	62882	114159	0.550828218460083	1	0		1	1		0
"201411021"	2014	"1102"	"hawaii"	1	1	0	1	0	1	72.77999877929688	80.5	0	"GABBARD, TULSI"	"gabbard_tulsi"	92032	92032	1.0	1	1		1	2	30	0
"201809010"	2018	"0901"	"florida"	0	0	0	1	1	3	70.52999877929688	69.0999984741211	1	"GAETZ, MATT"	"gaetz_matt"	65203	100628	0.6479607820510864	1	1		0	2	30	0
"201609010"	2016	"0901"	"florida"	3	0	0	9	1	7	70.52999877929688	75.0199966430664	1	"MILLER, JEFF"	"gaetz_matt"	35689	98803	0.36121371388435364	1	0		0	1		0
"201843060_p"	2018	"4306"	"texas"	3	0	0	9	0	11	56.400001525878906	59.91999816894531	1	"BARTON, JOE L."	"gagliardi_deborah"	1676	45960	0.03646649420261383	0	0		1			1
"201209031"	2012	"0903"	"florida"	3	1	1	0	1	1	37.81999969482422		0	"STEARNS, CLIFFORD B. ���CLIFF���"	"gaillot_jr"	1	1	1.0	1	0		0			0
"201448011"	2014	"4801"	"west virginia"	0	1	0	0	2	1	36.34000015258789	37.5	0	"MCKINLEY, DAVID B."	"gainer_glen_b_iii"	34764	34764	1.0	1	0		0	1		0
"201240031"	2012	"4003"	"south carolina"	0	1	1	1	0	2	34.45000076293945	36.70000076293945	1	"DUNCAN, JEFF"	"gaither_cason"	2464	7246	0.340049684047699	0	0		0			0
"201813151"	2018	"1315"	"illinois"	0	1	0	0	0	2	25.739999771118164		1	"SHIMKUS, JOHN M."	"gaither_kevin"	17300	27873	0.620672345161438	1	0		0			0
"201820011"	2018	"2001"	"maryland"	0	1	0	0	1	6	35.119998931884766	29.93000030517578	1	"HARRIS, ANDY"	"galbraith_allison"	10440	37191	0.2807130813598633	0	0		1			0
"201835051"	2018	"3505"	"ohio"	0	1	0	0	0	2	36.689998626708984	29.100000381469727	1	"LATTA, BOB"	"galbraith_john_michael"	19317	26387	0.7320650219917297	1	0		0			0
"201202010"	2012	"0201"	"alaska"	0	0	0	0	2	3	57.310001373291016	69.30000305175781	1	"YOUNG, DON"	"gales_terre_l"	4841	74809	0.06471146643161774	0	0		0			0
"201632131"	2016	"3213"	"new york"	2	1	0	9	1	9	94.47000122070312		1	"RANGEL, CHARLES B."	"gallagher_michael"	435	45655	0.009527981281280518	0	0		0			0
"201649080"	2016	"4908"	"wisconsin"	3	0	0	9	0	3	59.279998779296875	65.04000091552734	1	"RIBBLE, REID J."	"gallagher_mike"	40322	54152	0.7446077466011047	1	0		0			0
"201849080"	2018	"4908"	"wisconsin"	0	0	0	1	0	1	59.279998779296875	62.68000030517578	0	"GALLAGHER, MIKE"	"gallagher_mike"	62524	62580	0.9991051554679871	1	1		0	2	30	0
"201643101"	2016	"4310"	"texas"	0	1	0	0	0	2	45.2400016784668	35.439998626708984	1	"MCCAUL, MICHAEL T."	"gallaher_scot_b"	20961	43621	0.4805254340171814	0	0		0			0
"201243231_p"	2012	"4323"	"texas"	0	1	1	1	0	3	48.68000030517578	47.400001525878906	1	"CANSECO, FRANCISCO ���QUICO���"	"gallego_pete"	16202	39679	0.4083268344402313	0	0		0			1
"201243231_r"	2012	"4323"	"texas"	0	1	1	1	0	2	48.68000030517578	47.400001525878906	1	"CANSECO, FRANCISCO ���QUICO���"	"gallego_pete"	15815	28853	0.5481232404708862	1	0		0	1		2
"201643231"	2016	"4323"	"texas"	0	1	0	1	0	2	51.77000045776367	48.91999816894531	1	"HURD, WILL"	"gallego_pete_p"	43223	48911	0.8837071657180786	1	0		0	3		0
"201443231"	2014	"4323"	"texas"	1	1	0	1	0	1	48.68000030517578	52.5	0	"GALLEGO, PETE P."	"gallego_pete_p"	26484	26484	1.0	1	1		0	2	30	0
"201803071"	2018	"0307"	"arizona"	1	1	0	0	2	2	76.05999755859375	75.25	1	"GALLEGO, RUBEN"	"gallego_ruben"	32231	43087	0.7480446696281433	1	1		0	2	30	0
"201603071"	2016	"0307"	"arizona"	1	1	0	1	2	1	76.05999755859375		0	"GALLEGO, RUBEN"	"gallego_ruben"	29705	29705	1.0	1	1		0	2	30	0
"201403071"	2014	"0307"	"arizona"	2	1	0	9	2	4	73.01000213623047		1	"PASTOR, ED"	"gallego_ruben"	14936	30542	0.48903149366378784	1	0		0			0
"201812010"	2018	"1201"	"idaho"	3	0	0	9	1	7	71.48999786376953	68.18000030517578	1	"LABRADOR, RA��L R."	"gallegos_alex"	3478	99233	0.035048823803663254	0	0		0			0
"201609060"	2016	"0906"	"florida"	0	0	1	0	1	3	58.779998779296875	62.540000915527344	1	"DESANTIS, RON"	"galloway_gg"	9683	67684	0.14306187629699707	0	0		0			0
"201614030"	2016	"1403"	"indiana"	3	0	0	9	0	6	68.37999725341797	71.11000061035156	1	"STUTZMAN, MARLIN A."	"galloway_pamela_gail_pam"	9543	135698	0.07032527774572372	0	0		1			0
"201802011"	2018	"0201"	"alaska"	0	1	0	0	0	4	41.63999938964844	41.720001220703125	1	"YOUNG, DON"	"galvin_alyse_s"	21742	40551	0.5361643433570862	1	0		1			0
"201633130"	2016	"3313"	"north carolina"	4	0	1	9	2	17	54.83000183105469	57.310001373291016	1		"gant_chad_a"	198	31706	0.006244874559342861	0	0		0			0
"201220061"	2012	"2006"	"maryland"	0	1	1	0	1	5	56.529998779296875	35.099998474121094	1	"BARTLETT, ROSCOE G."	"garagiola_rob"	10981	37688	0.29136595129966736	0	0		0			0
"201843160"	2018	"4316"	"texas"	2	0	0	9	0	2	28.599998474121094		1	"O'ROURKE, BETO"	"garcia-ureste_alia"	3238	10566	0.3064546585083008	0	0		1			0
"201643291"	2016	"4329"	"texas"	1	1	0	0	0	3	73.68000030517578		1	"GREEN, GENE"	"garcia_adrian"	11972	31010	0.38606899976730347	0	0		0			0
"201243331_p"	2012	"4333"	"texas"	4	1	1	9	0	11	72.6500015258789		1		"garcia_domingo"	4715	18868	0.24989399313926697	0	0		0			1
"201243331_r"	2012	"4333"	"texas"	4	1	1	9	0	2	72.6500015258789		1		"garcia_domingo"	9653	20419	0.47274598479270935	0	0		0			2
"201643291"	2016	"4329"	"texas"	1	1	0	0	0	3	73.68000030517578		1	"GREEN, GENE"	"garcia_dominique_m"	1224	31010	0.03947113826870918	0	0		0			0
"201843291"	2018	"4329"	"texas"	2	1	0	9	0	7	73.68000030517578	75.13999938964844	1	"GREEN, GENE"	"garcia_dominique_michelle"	478	18538	0.025784874334931374	0	0		0			0
"201843161"	2018	"4316"	"texas"	2	1	0	9	0	6	71.4000015258789		1	"O'ROURKE, BETO"	"garcia_enrique"	2684	50396	0.05325819551944733	0	0		0			0
"201813041"	2018	"1304"	"illinois"	2	1	0	9	0	3	86.1500015258789		1	"GUTI��RREZ, LUIS V."	"garcia_jesus_chuy"	49631	74950	0.6621881127357483	1	0		0	1		0
"201409261"	2014	"0926"	"florida"	1	1	0	1	1	1	53.369998931884766	55.5	0	"GARCIA, JOE"	"garcia_joe"	1	1	1.0	1	1		0	2	30	0
"201609261"	2016	"0926"	"florida"	0	1	1	1	1	2	58.27000045776367	48.540000915527344	1	"CURBELO, CARLOS"	"garcia_joe"	14834	28942	0.5125423073768616	1	0		0	3		0
"201209261"	2012	"0926"	"florida"	0	1	1	1	1	4	53.369998931884766	45.0	1	"RIVERA, DAVID"	"garcia_joe"	13927	26096	0.5336833000183105	1	0		0			0
"201835091"	2018	"3509"	"ohio"	1	1	0	0	0	2	61.65999984741211	68.69000244140625	1	"KAPTUR, MARCY"	"garcia_joshua"	7029	48531	0.14483526349067688	0	0		0			0
"201409230"	2014	"0923"	"florida"	1	0	0	0	1	2	38.130001068115234	36.0	1	"WASSERMAN SCHULTZ, DEBBIE"	"garcia_juan"	3764	10063	0.3740435242652893	0	0		0			0
"201209230"	2012	"0923"	"florida"	1	0	1	0	1	5	38.130001068115234	38.79999923706055	1	"WASSERMAN-SCHULTZ, DEBBIE"	"garcia_juan_eliel"	1674	16836	0.09942979365587234	0	0		0			0
"201429020"	2014	"2902"	"new hampshire"	1	0	0	1	3	4	45.09000015258789	47.5	1	"KUSTER, ANN M."	"garcia_marilinda"	27285	55462	0.49195846915245056	1	0		1	1		0
"201843291"	2018	"4329"	"texas"	2	1	0	9	0	7	73.68000030517578	75.13999938964844	1	"GREEN, GENE"	"garcia_roel"	1221	18538	0.06586471199989319	0	0		0			0
"201843291"	2018	"4329"	"texas"	2	1	0	9	0	7	73.68000030517578	75.13999938964844	1	"GREEN, GENE"	"garcia_sylvia_r"	11727	18538	0.632592499256134	1	0		1	1		0
"201432131"	2014	"3213"	"new york"	1	1	0	0	1	4	95.36000061035156	93.5	1	"RANGEL, CHARLES B."	"garcia_yolanda"	599	50234	0.011924195103347301	0	0		1			0
"201239020"	2012	"3902"	"rhode island"	1	0	1	0	4	4	39.040000915527344	34.70000076293945	1	"LANGEVIN, JIM"	"gardiner_michael_j"	825	8050	0.10248447209596634	0	0		0			0
"201206040"	2012	"0604"	"colorado"	0	0	1	1	4	1	59.880001068115234	56.5	0	"GARDNER, CORY"	"gardner_cory"	49340	49340	1.0	1	1		0	2	30	0
"201220041"	2012	"2004"	"maryland"	1	1	1	0	1	3	79.08999633789062	83.5999984741211	1	"EDWARDS, DONNA"	"garner_ian"	1464	46638	0.0313907116651535	0	0		0			0
"201643190_p"	2016	"4319"	"texas"	3	0	0	9	0	9	75.52000427246094	80.7300033569336	1	"NEUGEBAUER, RANDY"	"garrett_greg"	8309	104146	0.07978222519159317	0	0		0			1
"201435041"	2014	"3504"	"ohio"	0	1	0	0	0	1	42.86000061035156	38.5	0	"JORDAN, JIM"	"garrett_janet"	1471	1471	1.0	1	0		1			0
"201635041"	2016	"3504"	"ohio"	0	1	0	1	0	3	32.31999969482422	32.33000183105469	1	"JORDAN, JIM"	"garrett_janet"	29679	44473	0.6673487424850464	1	0		1			0
"201835041"	2018	"3504"	"ohio"	0	1	0	0	0	2	32.31999969482422	32.0099983215332	1	"JORDAN, JIM"	"garrett_janet"	17715	21128	0.8384608030319214	1	0		1			0
"201230050"	2012	"3005"	"new jersey"	0	0	1	0	4	3	51.56999969482422	66.5999984741211	1	"GARRETT, SCOTT"	"garrett_scott"	24709	28327	0.8722773194313049	1	1		0	2	30	0
"201430050"	2014	"3005"	"new jersey"	0	0	0	0	4	1	51.56999969482422	56.29999923706055	0	"GARRETT, SCOTT"	"garrett_scott"	15972	15972	1.0	1	1		0	2	30	0
"201630050"	2016	"3005"	"new jersey"	0	0	0	0	4	3	50.56999969482422	56.130001068115234	1	"GARRETT, SCOTT"	"garrett_scott"	42179	51315	0.8219624161720276	1	1		0	2	30	0
"201646050"	2016	"4605"	"virginia"	3	0	0	9	0	1	55.79999923706055	62.93000030517578	0	"HURT, ROBERT"	"garrett_tom"	1	1	1.0	1	0		0	1		0
"201243250_p"	2012	"4325"	"texas"	4	0	1	9	0	12	61.310001373291016	45.900001525878906	1		"garrison_dave"	6133	51340	0.11945851147174835	0	0		0			1
"201435061"	2014	"3506"	"ohio"	0	1	0	0	0	2	43.619998931884766	46.70000076293945	1	"JOHNSON, BILL"	"garrison_jennifer"	22359	30651	0.7294704914093018	1	0		1	1		0
"201243340_r"	2012	"4334"	"texas"	4	0	1	9	0	2	38.650001525878906		1		"garza_adela"	4287	9596	0.44674864411354065	0	0		1			2
"201243340_p"	2012	"4334"	"texas"	4	0	1	9	0	3	38.650001525878906		1		"garza_adela"	4632	12751	0.36326563358306885	0	0		1			1
"201643290"	2016	"4329"	"texas"	1	0	0	0	0	2	26.31999969482422		1	"GREEN, GENE"	"garza_julio"	7421	12560	0.5908439755439758	1	0		0			0
"201843210_p"	2018	"4321"	"texas"	3	0	0	9	0	18	55.2599983215332	61.0	1	"SMITH, LAMAR"	"garza_mauro"	663	71789	0.009235397912561893	0	0		0			1
"201243341_p"	2012	"4334"	"texas"	4	1	1	9	0	8	61.349998474121094		1		"garza_ramiro_jr"	5575	45062	0.12371843308210373	0	0		0			1
"201617011"	2016	"1701"	"kentucky"	3	1	0	9	1	1	24.81999969482422	26.8799991607666	0	"WHITFIELD, EDWARD"	"gaskins_sam"	1	1	1.0	1	0		0			0
"201835101"	2018	"3510"	"ohio"	0	1	0	0	0	3	46.16999816894531	33.77000045776367	1	"TURNER, MICHAEL R."	"gasper_theresa"	23077	34435	0.6701611876487732	1	0		1			0
"201843270_p"	2018	"4327"	"texas"	3	0	0	9	0	6	62.220001220703125	61.689998626708984	1	"CLOUD, MICHAEL"	"gassman_eddie"	1237	44108	0.028044799342751503	0	0		0			1
"201203010"	2012	"0301"	"arizona"	4	0	1	1	2	4	51.27000045776367	54.599998474121094	1		"gatti_patrick"	2707	47067	0.0575137585401535	0	0		0			0
"201446051"	2014	"4605"	"virginia"	0	1	0	0	0	1	46.650001525878906	43.599998474121094	2	"HURT, ROBERT"	"gaughan_walter_lawrence"	1	1	1.0	1	0		0			0
"201213171"	2012	"1317"	"illinois"	0	1	1	1	0	3	58.65999984741211	45.0	1	"SCHILLING, BOBBY"	"gaulrapp_george_w"	8838	34288	0.2577578127384186	0	0		0			0
"201233090_p"	2012	"3309"	"north carolina"	3	0	1	9	2	11	56.77000045776367	69.0	1	"MYRICK, SUE"	"gauthier_jon"	2056	92447	0.022239770740270615	0	0		0			1
"201243140_p"	2012	"4314"	"texas"	3	0	1	9	0	9	60.02000045776367	76.0	1	"PAUL, RON"	"gay_john"	2075	43802	0.04737226665019989	0	0		0			1
"201832090"	2018	"3209"	"new york"	1	0	0	0	1	1	14.709999084472656		0	"CLARKE, YVETTE D."	"gayot_lutchi"	1	1	1.0	1	0		0			0
"201220040"	2012	"2004"	"maryland"	1	0	1	0	1	4	20.910003662109375	16.399999618530273	1	"EDWARDS, DONNA"	"gearhart_randy"	2977	14965	0.19893084466457367	0	0		0			0
"201848030"	2018	"4803"	"west virginia"	3	0	0	9	2	7	75.68000030517578	73.9000015258789	1		"gearheart_gary_m_marty"	6814	37470	0.18185214698314667	0	0		0			0
"201638170"	2016	"3817"	"pennsylvania"	1	0	0	0	1	2	55.220001220703125	43.2400016784668	1	"CARTWRIGHT, MATT"	"geissinger_glenn_a"	20399	54662	0.37318429350852966	0	0		0			0
"201243060"	2012	"4306"	"texas"	0	0	1	0	0	4	58.65999984741211	67.9000015258789	1	"BARTON, JOE"	"gelbman_itamar"	2356	41427	0.05687112361192703	0	0		0			0
"201239011"	2012	"3901"	"rhode island"	1	1	1	1	4	3	67.27999877929688	53.20000076293945	1	"CICILLINE, DAVID"	"gemma_anthony_p"	14702	48606	0.30247294902801514	0	0		0			0
"201833050"	2018	"3305"	"north carolina"	0	0	0	0	2	3	59.0099983215332	58.400001525878906	1	"FOXX, VIRGINIA ANN"	"gentry_dillon"	5703	40420	0.14109352231025696	0	0		0			0
"201449041"	2014	"4904"	"wisconsin"	1	1	0	0	0	2	75.9800033569336	74.4000015258789	1	"MOORE, GWEN"	"george_gary_r"	21242	73912	0.2873958349227905	0	0		0			0
"201849041"	2018	"4904"	"wisconsin"	1	1	0	0	0	2	77.23999786376953		1	"MOORE, GWEN"	"george_gary_r"	9468	86640	0.10927978157997131	0	0		0			0
"201649041"	2016	"4904"	"wisconsin"	1	1	0	0	0	2	77.23999786376953	72.33000183105469	1	"MOORE, GWEN"	"george_gary_r"	10013	65397	0.15311099588871002	0	0		0			0
"201214091"	2012	"1409"	"indiana"	0	1	1	1	0	5	41.56999969482422	44.70000076293945	1	"YOUNG, TODD"	"george_jonathan"	4591	27662	0.16596774756908417	0	0		0			0
"201243221"	2012	"4322"	"texas"	0	1	1	1	0	2	37.150001525878906	30.600000381469727	1	"OLSON, PETE"	"george_kp"	3563	7229	0.4928759038448334	0	0		0			0
"201635080"	2016	"3508"	"ohio"	0	0	0	3	0	15	68.02999877929688	71.05999755859375	1	"BOEHNER, JOHN A."	"george_scott"	3094	132697	0.0233162771910429	0	0		0			0
"201825031"	2018	"2503"	"missouri"	0	1	0	0	0	1	29.520000457763672	29.170000076293945	0	"LUETKEMEYER, BLAINE"	"geppert_katy"	55847	55847	1.0	1	0		1			0
"201840031"	2018	"4003"	"south carolina"	0	1	0	0	0	2	30.209999084472656	27.09000015258789	1	"DUNCAN, JEFF"	"geren_mary"	12971	18601	0.6973280906677246	1	0		1			0
"201238060"	2012	"3806"	"pennsylvania"	0	0	1	0	1	1	51.27000045776367	57.0	0	"GERLACH, JIM"	"gerlach_jim"	45206	45480	0.9939754009246826	1	1		0	2	30	0
"201222021"	2012	"2202"	"michigan"	0	1	1	1	0	1	43.4900016784668	32.599998474121094	0	"HUIZENGA, BILL"	"german_willie_jr"	1813	1813	1.0	1	0		0			0
"201410100_p"	2014	"1010"	"georgia"	3	0	0	9	0	7	63.2599983215332		1	"BROUN, PAUL"	"gerrard_gary"	3830	51970	0.07369635999202728	0	0		0			1
"201601020"	2016	"0102"	"alabama"	0	0	0	0	0	3	66.29000091552734	67.41000366210938	1	"ROBY, MARTHA"	"gerritson_rebecca_becky"	33015	118560	0.2784666121006012	0	0		1			0
"201832011"	2018	"3201"	"new york"	0	1	0	0	1	5	43.63999938964844	41.779998779296875	1	"ZELDIN, LEE M."	"gershon_perry"	7902	22240	0.3553057610988617	1	0		0			0
"201223020"	2012	"2302"	"minnesota"	0	0	1	0	0	2	49.95000076293945	63.400001525878906	1	"KLINE, JOHN"	"gerson_david"	2772	18631	0.14878427982330322	0	0		0			0
"201830110"	2018	"3011"	"new jersey"	3	0	0	9	4	5	50.470001220703125	59.880001068115234	1	"FRELINGHUYSEN, RODNEY"	"ghee_antony"	8991	41003	0.21927663683891296	0	0		0			0
"201844021"	2018	"4402"	"utah"	0	1	0	0	2	1	31.760000228881836	35.47999954223633	0	"STEWART, CHRIS"	"ghorbani_shireen"	1	1	1.0	1	0		1			0
"201826010"	2018	"2601"	"montana"	0	0	0	2	0	1	61.11000061035156	58.08000183105469	0	"GIANFORTE, GREG"	"gianforte_greg"	136372	136372	1.0	1	1		0	2	30	0
"201232140"	2012	"3214"	"new york"	1	0	1	0	1	1	18.480003356933594	19.200000762939453	0	"CROWLEY, JOSEPH"	"gibbons_william_jr"	1	1	1.0	1	0		0			0
"201435070"	2014	"3507"	"ohio"	0	0	0	0	0	1	54.849998474121094	56.400001525878906	0	"GIBBS, BOB"	"gibbs_bob"	32839	32839	1.0	1	1		0	2	30	0
"201235070"	2012	"3507"	"ohio"	0	0	1	0	0	2	54.849998474121094	57.20000076293945	1	"GIBBS, BOB"	"gibbs_bob"	54067	67688	0.7987678647041321	1	1		0	2	30	0
"201835070"	2018	"3507"	"ohio"	0	0	0	0	0	3	65.58000183105469	68.86000061035156	1	"GIBBS, BOB"	"gibbs_bob"	42274	54250	0.7792442440986633	1	1		0	2	30	0
"201635070"	2016	"3507"	"ohio"	0	0	0	0	0	2	65.58000183105469		1	"GIBBS, BOB"	"gibbs_bob"	80853	108306	0.7465237379074097	1	1		0	2	30	0
"201828040"	2018	"2804"	"nevada"	2	0	0	9	1	6	47.400001525878906	47.849998474121094	1	"KIHUEN, RUBEN"	"gibbs_david"	6102	32180	0.18962088227272034	0	0		0			0
"201232190"	2012	"3219"	"new york"	0	0	1	1	1	1	46.84000015258789	55.400001525878906	0	"GIBSON, CHRIS"	"gibson_chris"	1	1	1.0	1	1		0	2	30	0
"201432190"	2014	"3219"	"new york"	0	0	0	0	1	1	46.84000015258789	52.900001525878906	0	"GIBSON, CHRISTOPHER P."	"gibson_christopher_p"	1	1	1.0	1	1		0	2	30	0
"201843221_p"	2018	"4322"	"texas"	0	1	0	0	0	5	45.900001525878906	40.47999954223633	1	"OLSON, PETE"	"gibson_mark"	3060	29878	0.1024164929986	0	0		0			1
"201443221"	2014	"4322"	"texas"	0	1	0	0	0	2	37.150001525878906	33.29999923706055	1	"OLSON, PETE"	"gibson_mark"	2973	6351	0.46811527013778687	0	0		0			0
"201643221"	2016	"4322"	"texas"	0	1	0	0	0	2	45.900001525878906	32.16999816894531	1	"OLSON, PETE"	"gibson_mark"	23084	30310	0.7615968585014343	1	0		0			0
"201821031"	2018	"2103"	"massachusetts"	2	1	0	9	2	10	62.18000030517578	68.7699966430664	1	"TSONGAS, NICOLA S."	"gifford_rufus"	12873	85669	0.15026438236236572	0	0		0			0
"201443040_p"	2014	"4304"	"texas"	3	0	0	9	0	6	74.9000015258789	75.19999694824219	1	"HALL, RALPH M."	"gigliotti_lou"	10601	65720	0.1613055318593979	0	0		0			1
"201243040"	2012	"4304"	"texas"	0	0	1	0	0	3	74.9000015258789	76.9000015258789	1	"HALL, RALPH"	"gigliotti_lou"	13532	65453	0.2067437767982483	0	0		0			0
"201643040"	2016	"4304"	"texas"	0	0	0	1	0	3	77.56999969482422		1	"RATCLIFFE, JOHN"	"gigliotti_lou"	23939	113546	0.21083085238933563	0	0		0			0
"201622081"	2016	"2208"	"michigan"	0	1	0	1	0	1	46.459999084472656	43.52000045776367	0	"BISHOP, MIKE"	"gilbert_melissa"	28810	28810	1.0	1	0		1			0
"201603090"	2016	"0309"	"arizona"	1	0	0	0	2	2	41.25	43.36000061035156	1	"SINEMA, KYRSTEN"	"giles_dave"	25963	42780	0.6068957448005676	1	0		0			0
"201803090"	2018	"0309"	"arizona"	2	0	0	9	2	3	41.25	39.060001373291016	1	"SINEMA, KYRSTEN"	"giles_dave"	16722	51748	0.3231429159641266	0	0		0			0
"201624030"	2016	"2403"	"mississippi"	0	0	0	0	0	2	62.4900016784668	71.1500015258789	1	"HARPER, GREGG"	"giles_jimmy"	10760	98757	0.1089543029665947	0	0		0			0
"201213131"	2012	"1313"	"illinois"	3	1	1	9	0	2	49.849998474121094	35.70000076293945	1	"JOHNSON, TIMOTHY V."	"gill_david_m"	15536	30909	0.5026367902755737	1	0		0			0
"201813131"	2018	"1313"	"illinois"	0	1	0	0	0	5	47.06999969482422	40.34000015258789	1	"DAVIS, RODNEY L."	"gill_david_m"	7757	53700	0.14445064961910248	0	0		0			0
"201230101"	2012	"3010"	"new jersey"	2	1	1	3	4	6	88.43000030517578	87.19999694824219	1	"PAYNE, DONALD JR."	"gill_nia_h"	10207	61358	0.1663515716791153	0	0		1			0
"201226011"	2012	"2601"	"montana"	3	1	0	9	0	7	42.95000076293945	35.79999923706055	1	"REHBERG, DENNY"	"gillan_kim"	25077	80824	0.31026676297187805	1	0		1	1		0
